Code CIS ;name;galenic;administration;commercialisation;drugs_class;family ;action ;posology ;recommandations;availibity
69497540;STRAMONIUM WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granules et  solution en gouttes en gouttes;"orale;sublinguale";Commercialisée;;;;;;
68233897;STREFEN 8,75 mg ORANGE SANS SUCRE, pastille édulcorée à l'acésulfame potassique;pastille;voie buccale autre;Commercialisée;;;;;;
63229877;STREFEN 8,75 mg, pastille;pastille;voie buccale autre;Commercialisée;;;;;;
65407780;STREFEN 8,75 mg, pastille;pastille;voie buccale autre;Commercialisée;;;;;;
66007465;STREFEN 8,75 mg, pastille;pastille;voie buccale autre;Commercialisée;;;;;;
67845628;STREFEN 8,75 mg, pastille;pastille;voie buccale autre;Commercialisée;;;;;;
69258437;STRENSIQ 100 mg/ml, solution injectable;solution injectable;sous-cutanée;Commercialisée;;;;;;
64450234;STRENSIQ 40 mg/ml, solution injectable;solution injectable;sous-cutanée;Commercialisée;;;;;;
68466734;STREPSILS CITRON SANS SUCRE, pastille édulcorée à l'isomalt, au maltitol et à la saccharine sodique;pastille;voie buccale autre;Commercialisée;;;;;;
61966199;STREPSILS FRAISE SANS SUCRE, pastille édulcorée à l'isomalt, au maltitol et à la saccharine sodique;pastille;voie buccale autre;Commercialisée;;;;;;
68139273;STREPSILS LIDOCAINE, pastille;pastille;voie buccale autre;Commercialisée;;;;;;
67591507;STREPSILS MENTHE GLACIALE, pastille à sucer;pastille à sucer;voie buccale autre;Commercialisée;;;;;;
62009928;STREPSILS MIEL CITRON, pastille à sucer;pastille à sucer;voie buccale autre;Commercialisée;;;;;;
65431016;STREPSILS MIEL CITRON, pastille à sucer;pastille à sucer;voie buccale autre;Commercialisée;;;;;;
63530827;STREPSILS ORANGE VITAMINE C, pastille;pastille;voie buccale autre;Commercialisée;;;;;;
64653964;STREPSILSPRAY à la lidocaïne, collutoire;collutoire;voie buccale autre;Commercialisée;;;;;;
64592995;STREPTASE 1 500 000 U.I., poudre pour solution injectable ou pour perfusion;poudre pour solution injectable;intraveineuse;Non commercialisée;;;;;;
62621722;STREPTASE 750 000 U.I., poudre pour solution injectable ou pour perfusion;poudre pour solution injectable;"intra-artérielle;intraveineuse";Non commercialisée;;;;;;
69239390;STREPTOMYCINE PANPHARMA 1 g, poudre pour préparation injectable;poudre pour préparation injectable;"intramusculaire;intrathécale;intraveineuse";Commercialisée;;;;;;
63371175;STREPTOZOCINE KEOCYT 1 g, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Commercialisée;;;;;;
63136857;STRESAM, gélule;gélule;orale;Commercialisée;;;;;;
61011463;STRESSDORON, solution buvable en gouttes;solution buvable en gouttes;orale;Commercialisée;;;;;;
69575804;STRIADYNE 20 mg/2 ml, solution injectable en ampoule;solution injectable;intraveineuse;Commercialisée;;;;;;
69037684;STRIASCAN 74 MBq/mL, solution injectable;solution injectable;intraveineuse;Commercialisée;;;;;;
65768058;STRIBILD 150 mg/150 mg/200 mg/245 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
64559568;STRIVERDI RESPIMAT 2,5 microgrammes/dose, solution à inhaler;solution;inhalée;Commercialisée;;;;;;
61350360;STROMECTOL 3 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
65666007;STRUCTOCAL VITAMINE D3 1000 mg/880 UI, comprimé à croquer;comprimé à croquer;orale;Commercialisée;;;;;;
66683568;STRUCTOFLEX 625 mg, gélule;gélule;orale;Commercialisée;;;;;;
65084900;STRUCTUM 500 mg, gélule;gélule;orale;Commercialisée;;;;;;
63827255;SUBOXONE 2 mg/0,5 mg, comprimé sublingual;comprimé;sublinguale;Commercialisée;;;;;;
64381336;SUBOXONE 8 mg/2 mg, comprimé sublingual;comprimé;sublinguale;Commercialisée;;;;;;
63025935;SUBUTEX 0,4 mg, comprimé sublingual;comprimé;sublinguale;Commercialisée;;;;;;
65150204;SUBUTEX 2 mg, comprimé sublingual;comprimé;sublinguale;Commercialisée;;;;;;
68945058;SUBUTEX 8 mg, comprimé sublingual;comprimé;sublinguale;Commercialisée;;;;;;
60643823;SUCCICAPTAL 100 mg, gélule;gélule;orale;Commercialisée;;;;;;
64166903;SUCCICAPTAL 200 mg, gélule;gélule;orale;Commercialisée;;;;;;
61520834;SUCCINIMIDE PHARBIOL 3 g, poudre pour suspension buvable en sachet-dose;poudre pour suspension buvable;orale;Non commercialisée;;;;;;
61562566;SUFENTA 10 microgrammes/2 ml, solution injectable (I.V. ou péridurale);solution injectable;"intraveineuse;péridurale";Commercialisée;;;;;;
65565218;SUFENTA 250 microgrammes/5 ml, solution injectable (I.V. ou péridurale) en ampoule;solution injectable;"intraveineuse;péridurale";Commercialisée;;;;;;
69954238;SUFENTA 50 microgrammes/10 ml, solution injectable (I.V.ou péridurale);solution injectable;"intraveineuse;péridurale";Commercialisée;;;;;;
61908153;SUFENTANIL EUROCEPT 5 microgrammes/ml, solution injectable (IV ou péridurale);solution injectable;"intraveineuse;péridurale";Commercialisée;;;;;;
60789276;SUFENTANIL EUROCEPT 50 microgrammes/ml, solution injectable (IV ou péridurale);solution injectable;"intraveineuse;péridurale";Commercialisée;;;;;;
60460398;SUFENTANIL MYLAN 5 microgrammes/ml, solution injectable (IV ou péridurale);solution injectable;"intraveineuse;péridurale";Commercialisée;;;;;;
62404996;SUFENTANIL MYLAN 50 microgrammes/ml, solution injectable;solution injectable;"intraveineuse;péridurale";Commercialisée;;;;;;
65851721;SUFENTANIL PANPHARMA 5 microgrammes/ml, solution injectable (IV ou péridurale);solution injectable;"intraveineuse;péridurale";Non commercialisée;;;;;;
65202423;SUFENTANIL PANPHARMA 50 microgrammes/ml, solution injectable (IV ou péridurale);solution injectable;"intraveineuse;péridurale";Non commercialisée;;;;;;
69819023;SUFENTANIL RENAUDIN 5 microgrammes/ml, solution injectable (IV ou péridurale);solution injectable;"intraveineuse;péridurale";Commercialisée;;;;;;
67986059;SUFENTANIL RENAUDIN 50 microgrammes/mL, solution injectable (IV ou péridurale);solution injectable;"intraveineuse;péridurale";Commercialisée;;;;;;
63778993;SULFARLEM 12,5 mg, comprimé enrobé;comprimé enrobé;orale;Commercialisée;;;;;;
69980699;SULFARLEM S 25 mg, comprimé enrobé;comprimé enrobé;orale;Commercialisée;;;;;;
61106121;SULFATE DE MAGNESIUM LAVOISIER 15 POUR CENT (0,15 g/ml), solution injectable (I.V.) en ampoule;solution injectable;intraveineuse;Commercialisée;;;;;;
65582819;SULFATE DE MAGNESIUM PROAMP 0,15 g/ml, solution injectable;solution injectable;intraveineuse;Commercialisée;;;;;;
65621001;SULFATE DE MAGNESIUM RENAUDIN 10 %, solution injectable (IV);solution injectable;intraveineuse;Commercialisée;;;;;;
65841474;SULFATE DE MAGNESIUM RENAUDIN 15 %, solution injectable (I.V.);solution injectable;intraveineuse;Commercialisée;;;;;;
60587591;SULFUR BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
60822986;SULFUR FERRIER, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH;granules;"orale;sublinguale";Commercialisée;;;;;;
66315331;SULFUR IODATUM BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
65980513;SULFUR IODATUM LEHNING, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
67638736;SULFUR IODATUM WELEDA, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH;granules et  poudre et  solution en gouttes en gouttes;"orale;sublinguale";Commercialisée;;;;;;
65399173;SULFUR LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
62137397;SULFUR WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; solution et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
64457570;SULFURE DE RHENIUM [186 Re], CIS bio international, suspension colloïdale injectable pour voie intra-articulaire [Référence : RE-186-MM-1];suspension colloidale injectable;intra-articulaire;Commercialisée;;;;;;
67524227;SULFURICUM ACIDUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
67751965;SULFURICUM ACIDUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
67757060;SULFURYL 200 mg, comprimé à croquer;comprimé à croquer;orale;Commercialisée;;;;;;
67215405;SULPIRIDE MYLAN 200 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
69649845;SULPIRIDE MYLAN 50 mg, gélule;gélule;orale;Commercialisée;;;;;;
62227318;SULPIRIDE SANDOZ 50 mg, gélule;gélule;orale;Commercialisée;;;;;;
66241856;SULPIRIDE TEVA 200 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
61055303;SULPIRIDE TEVA 50 mg, gélule;gélule;orale;Commercialisée;;;;;;
69175660;SULPIRIDE ZENTIVA 200 mg, comprimé sécable;comprimé sécable;orale;Non commercialisée;;;;;;
65910155;SULPIRIDE ZENTIVA 50 mg, gélule;gélule;orale;Commercialisée;;;;;;
60486090;SUMATRIPTAN SUN 6 mg/0,5 ml, solution injectable en seringue préremplie (voie SC);solution injectable;sous-cutanée;Commercialisée;;;;;;
65103126;SUMATRIPTAN TEVA 50 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
64617815;SUNOSI 150 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
67314111;SUNOSI 75 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
60307630;SUPPLIVEN, solution à diluer pour perfusion;solution à diluer pour perfusion;intraveineuse;Commercialisée;;;;;;
65609967;SUPPOSITOIRE A LA GLYCERINE ADULTES SOGIPHAR, suppositoire;suppositoire;rectale;Commercialisée;;;;;;
66372542;SUPPOSITOIRE A LA GLYCERINE CENTRAPHARM ADULTES, suppositoire;suppositoire;rectale;Commercialisée;;;;;;
63812100;SUPPOSITOIRE A LA GLYCERINE CENTRAPHARM ADULTES, suppositoire en vrac;suppositoire;rectale;Commercialisée;;;;;;
61100225;SUPPOSITOIRE A LA GLYCERINE CENTRAPHARM ENFANTS, suppositoire;suppositoire;rectale;Commercialisée;;;;;;
68389750;SUPPOSITOIRE A LA GLYCERINE CENTRAPHARM ENFANTS, suppositoire en vrac;suppositoire;rectale;Commercialisée;;;;;;
68387379;SUPPOSITOIRE A LA GLYCERINE CENTRAPHARM NOURRISSONS, suppositoire;suppositoire;rectale;Commercialisée;;;;;;
66553496;SUPPOSITOIRE A LA GLYCERINE CENTRAPHARM NOURRISSONS, suppositoire en vrac;suppositoire;rectale;Commercialisée;;;;;;
61192686;SUPPOSITOIRE A LA GLYCERINE ENFANTS GIFRER, suppositoire;suppositoire;rectale;Commercialisée;;;;;;
66177695;SUPPOSITOIRE A LA GLYCERINE GIFRER ADULTES, suppositoire;suppositoire;rectale;Commercialisée;;;;;;
68983870;SUPPOSITOIRE A LA GLYCERINE GIFRER NOURRISSONS, suppositoire;suppositoire;rectale;Commercialisée;;;;;;
69605749;SUPPOSITOIRE A LA GLYCERINE GILBERT ENFANTS, suppositoire;suppositoire;rectale;Commercialisée;;;;;;
68947002;SUPPOSITOIRE A LA GLYCERINE GILBERT NOURRISSONS, suppositoire;suppositoire;rectale;Commercialisée;;;;;;
60324658;SUPPOSITOIRE A LA GLYCERINE MAYOLY SPINDLER ADULTES, suppositoire;suppositoire;rectale;Commercialisée;;;;;;
69210848;SUPPOSITOIRE A LA GLYCERINE MAYOLY SPINDLER ENFANTS, suppositoire;suppositoire;rectale;Commercialisée;;;;;;
68723723;SUPPOSITOIRE A LA GLYCERINE MAYOLY SPINDLER NOURRISSONS, suppositoire;suppositoire;rectale;Commercialisée;;;;;;
66970027;SUPPOSITOIRES A LA GLYCERINE COOPER ADULTES, suppositoire en récipient multidose;suppositoire;rectale;Commercialisée;;;;;;
62677532;SUPPOSITOIRES A LA GLYCERINE EVOLUPHARM ADULTES, suppositoire en récipient multidose;suppositoire;rectale;Commercialisée;;;;;;
64152615;SUPPOSITOIRES A LA GLYCERINE GILBERT ADULTES, suppositoire;suppositoire;rectale;Commercialisée;;;;;;
67785202;SUPPOSITOIRES A LA GLYCERINE MONOT ADULTES;suppositoire;rectale;Commercialisée;;;;;;
65366508;SUPPOSITOIRES A LA GLYCERINE MONOT ENFANTS;suppositoire;rectale;Commercialisée;;;;;;
61993698;SUPPOSITOIRES A LA GLYCERINE MONOT NOURRISSONS;suppositoire;rectale;Commercialisée;;;;;;
65421851;SUPRANE, liquide pour inhalation par vapeur;liquide pour inhalation par vapeur;inhalée;Commercialisée;;;;;;
65428130;SUPREFACT 1 mg/ml, solution injectable par voie sous-cutanée;solution injectable;sous-cutanée;Non commercialisée;;;;;;
60391703;SUPREFACT 100 microgrammes (1 mg/ml), solution nasale;solution;nasale;Non commercialisée;;;;;;
63628253;SURBRONC EXPECTORANT AMBROXOL 30 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
64292987;SURBRONC EXPECTORANT AMBROXOL SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique et au sorbitol;solution buvable;orale;Commercialisée;;;;;;
65847744;SURBRONC TOUX SECHE DEXTROMETHORPHANE 15 mg/5 ml SANS SUCRE, solution buvable en sachet édulcorée à la saccharine sodique;solution buvable;orale;Non commercialisée;;;;;;
66349180;SURFORTAN, solution buvable en ampoule;solution buvable;orale;Non commercialisée;;;;;;
66577967;SURGAM 100 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
61184134;SURGAM 200 mg, comprimé sécable;comprimé sécable;orale;Commercialisée;;;;;;
61233930;SURGESTONE 0,125 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
65564493;SURGESTONE 0,250 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
64695618;SURGESTONE 0,500 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
64868034;SURMONTIL 100 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Commercialisée;;;;;;
63344192;SURMONTIL 25 mg, comprimé;comprimé;orale;Commercialisée;;;;;;
63905138;SURMONTIL 4 POUR CENT, solution buvable, flacon;solution buvable;orale;Commercialisée;;;;;;
64607269;SURRENINE WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; crème et solution et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
60396426;SUSTIVA 100 mg, gélule;gélule;orale;Commercialisée;;;;;;
64702347;SUSTIVA 200 mg, gélule;gélule;orale;Commercialisée;;;;;;
60798510;SUSTIVA 50 mg, gélule;gélule;orale;Commercialisée;;;;;;
63076285;SUSTIVA 600 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
69225978;SUTENT 12,5 mg, gélule;gélule;orale;Commercialisée;;;;;;
65283820;SUTENT 25 mg, gélule;gélule;orale;Commercialisée;;;;;;
63841059;SUTENT 50 mg, gélule;gélule;orale;Commercialisée;;;;;;
66155738;SUVREZA 10 mg/10 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
60254779;SUVREZA 20 mg/10 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
69318749;SUXAMETHONIUM AGUETTANT 50 mg/mL, solution injectable;solution injectable;intraveineuse;Non commercialisée;;;;;;
64033301;SUXAMETHONIUM ETHYPHARM 50 mg/ml, solution injectable;solution injectable;intraveineuse;Commercialisée;;;;;;
61455009;SYCREST 10 mg, comprimé sublingual;comprimé;sublinguale;Non commercialisée;;;;;;
65697814;SYCREST 5 mg, comprimé sublingual;comprimé;sublinguale;Non commercialisée;;;;;;
60622302;SYLVANT 100 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Non commercialisée;;;;;;
63846800;SYLVANT 400 mg, poudre pour solution à diluer pour perfusion;poudre à diluer pour solution pour perfusion;intraveineuse;Commercialisée;;;;;;
66057945;SYMBICORT RAPIHALER 200/6 microgrammes par dose, suspension pour inhalation en flacon pressurisé;suspension pour inhalation;inhalée;Commercialisée;;;;;;
67916395;SYMBICORT TURBUHALER 100 microgrammes/6 microgrammes par dose, poudre pour inhalation;poudre pour inhalation;inhalée;Commercialisée;;;;;;
61237448;SYMBICORT TURBUHALER 200 microgrammes/6 microgrammes par dose, poudre pour inhalation;poudre pour inhalation;inhalée;Commercialisée;;;;;;
64275087;SYMBICORT TURBUHALER 400 microgrammes/12 microgrammes par dose, poudre pour inhalation;poudre pour inhalation;inhalée;Commercialisée;;;;;;
62872692;SYMBICORT TURBUHALER 400/12 microgrammes/dose, poudre pour inhalation;poudre pour inhalation;inhalée;Non commercialisée;;;;;;
61279600;SYMPATHYL, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
61889646;SYMPHYTUM OFFICINALE BOIRON, degré de dilution compris entre 3CH à 30CH et 5DH à 60 DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
65434247;SYMPHYTUM OFFICINALIS LEHNING, degré de dilution compris entre 4CH à 30CH et 8DH à 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
62852177;SYMPHYTUM, décocté WELEDA, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH; crème et solution et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
64606555;SYNACTHENE 0,25 mg/1 ml, solution injectable;solution injectable;"intramusculaire;intraveineuse";Commercialisée;;;;;;
60034644;SYNACTHENE RETARD 1 mg/1 ml, suspension injectable I.M.;suspension injectable;intramusculaire;Commercialisée;;;;;;
61817935;SYNAGIS 100 mg, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intramusculaire;Non commercialisée;;;;;;
67810869;SYNAGIS 100 mg/ml, solution injectable;solution injectable;intramusculaire;Commercialisée;;;;;;
63864225;SYNAGIS 50 mg, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intramusculaire;Non commercialisée;;;;;;
68932534;SYNAGIS 50 mg/0,5 ml, solution injectable;solution injectable;intramusculaire;Commercialisée;;;;;;
63954950;SYNAREL 0,2 mg/dose, solution pour pulvérisation nasale;solution pour pulvérisation;nasale;Commercialisée;;;;;;
69043954;SYNAZE 137 microgrammes/50 microgrammes, suspension pour pulvérisation nasale;suspension pour pulvérisation;nasale;Commercialisée;;;;;;
66720340;SYNCORTYL 10 mg/1 ml, solution injectable IM;solution injectable;intramusculaire;Non commercialisée;;;;;;
61021991;SYNEDIL 0,5 g/100 ml, solution buvable;solution buvable;orale;Non commercialisée;;;;;;
65863104;SYNEDIL 50 mg, gélule;gélule;orale;Non commercialisée;;;;;;
65654161;SYNEDIL FORT 200 mg, comprimé;comprimé;orale;Non commercialisée;;;;;;
62223316;SYNTHOL, gel;gel;cutanée;Commercialisée;;;;;;
67679220;SYNTHOL, solution pour application cutanée;solution pour application;cutanée;Commercialisée;;;;;;
63355694;SYNTOCINON 5 U.I./1 ml, solution injectable en ampoule;solution injectable;"intra-murale;intramusculaire;intraveineuse";Commercialisée;;;;;;
60449124;T.R.E. WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; crème et solution et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
62128971;TABACUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
64882856;TABACUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;"cutanée;orale;sublinguale";Commercialisée;;;;;;
61888996;TABACUM WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granules et  crème et  solution en gouttes en gouttes;"cutanée;orale;sublinguale";Commercialisée;;;;;;
62123846;TABAPASS, comprimé sublingual;comprimé;sublinguale;Non commercialisée;;;;;;
61695844;TACHOSIL, matrice pour collage tissulaire;matrice;intralésionnelle;Commercialisée;;;;;;
67003879;TACROLIMUS EG 0,5 mg, gélule;gélule;orale;Non commercialisée;;;;;;
61887218;TACROLIMUS EG 1 mg, gélule;gélule;orale;Non commercialisée;;;;;;
68514894;TACROLIMUS EG 5 mg, gélule;gélule;orale;Non commercialisée;;;;;;
67515025;TADALAFIL ACCORD 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
64328650;TADALAFIL ACCORD 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
63556149;TADALAFIL ALTER 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
62472584;TADALAFIL ALTER 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
69764452;TADALAFIL ARROW 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
63575509;TADALAFIL ARROW 2,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
65937818;TADALAFIL ARROW 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
67216140;TADALAFIL ARROW 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
63324624;TADALAFIL BIOGARAN 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
63408702;TADALAFIL BIOGARAN 2,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
64983773;TADALAFIL BIOGARAN 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
61905997;TADALAFIL BIOGARAN 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
64860774;TADALAFIL CRISTERS 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
69081339;TADALAFIL CRISTERS 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
60029394;TADALAFIL EG 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
61778521;TADALAFIL EG 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
61573299;TADALAFIL EG 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
69516229;TADALAFIL EVOLUGEN 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
61394054;TADALAFIL EVOLUGEN 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
61541141;TADALAFIL EVOLUGEN 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
66982990;TADALAFIL KRKA 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
61829268;TADALAFIL KRKA 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
63008868;TADALAFIL KRKA 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
68436246;TADALAFIL LILLY 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
65332662;TADALAFIL LILLY 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
67717137;TADALAFIL LILLY 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
65095868;TADALAFIL MYLAN 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
66953323;TADALAFIL MYLAN 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
67616145;TADALAFIL MYLAN 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
68430688;TADALAFIL QUIVER 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
69032573;TADALAFIL SANDOZ 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
67837026;TADALAFIL SANDOZ 2,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
64404692;TADALAFIL SANDOZ 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
65641018;TADALAFIL SANDOZ 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
66704005;TADALAFIL SUN 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
67840467;TADALAFIL SUN 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
69948235;TADALAFIL SUN 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
62350491;TADALAFIL TEVA 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
60433344;TADALAFIL TEVA 2,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
69709274;TADALAFIL TEVA 20 mg, comprimé pelliculé sécable;comprimé pelliculé;orale;Commercialisée;;;;;;
68478163;TADALAFIL TEVA 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
64753085;TADALAFIL ZENTIVA 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
60572746;TADALAFIL ZENTIVA 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
61715154;TADALAFIL ZENTIVA 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
67050149;TADALAFIL ZYDUS 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
68893921;TADALAFIL ZYDUS 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
63105139;TADALAFIL ZYDUS 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
65812177;TADENAN 50 mg, capsule molle;capsule molle;orale;Commercialisée;;;;;;
64199180;TADIM 1 million d'unités internationales (UI) poudre pour solution pour inhalation par nébuliseur;poudre pour solution pour inhalation par nébuliseur;inhalée;Commercialisée;;;;;;
61477322;TAFINLAR 50 mg, gélule;gélule;orale;Commercialisée;;;;;;
60248840;TAFINLAR 75 mg, gélule;gélule;orale;Commercialisée;;;;;;
60368512;TAGRISSO 40 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
60463095;TAGRISSO 80 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
63978976;TAHOR 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
66328243;TAHOR 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
66429947;TAHOR 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
66677825;TAHOR 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
67143532;TAHOR 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
68294626;TAHOR 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
69458053;TAHOR 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Commercialisée;;;;;;
